TransactionID,CustomerID,Age,Gender,ItemPurchased,Category,PurchaseAmount_USD,Season,ReviewRating
1387,C0431,42,Female,AirPods Pro 3,Earbuds,329,Summer,4.7
1388,C0254,51,Female,AirPods Pro 3,Earbuds,329,Summer,4.4
1389,C0472,16,Female,AirPods Max 2,Headphones,799,Fall,4
1390,C0335,57,Non-binary,AirPods 4,Earbuds,249,Summer,4.9
1391,C0960,57,Male,AirPods 4,Earbuds,249,Summer,4.3
1392,C0473,24,Female,AirPods 4,Earbuds,249,Fall,4.5
1393,C0266,25,Non-binary,AirPods 3,Earbuds,179,Spring,4
1394,C0079,25,Male,AirPods 3,Earbuds,179,Fall,4.6
1395,C0004,50,Male,AirPods 3,Earbuds,179,Winter,4.5
1396,C0544,29,Female,AirPods Pro 3,Earbuds,329,Fall,4.3
1397,C0622,16,Female,AirPods 4,Earbuds,249,Winter,4.6
1398,C0485,28,Male,AirPods 4,Earbuds,249,Fall,4.9
1399,C0093,48,Female,AirPods Max 2,Headphones,799,Spring,4.7
1400,C0616,23,Male,AirPods Pro 3,Earbuds,329,Summer,4
1401,C0798,65,Male,AirPods Pro 3,Earbuds,329,Spring,4.9
1402,C0289,49,Male,AirPods 4,Earbuds,249,Summer,4.3
1403,C0013,25,Male,AirPods Pro 3,Earbuds,329,Summer,4.4
1404,C0318,60,Male,AirPods Pro 3,Earbuds,329,Winter,5
1405,C0156,22,Male,AirPods Max 2,Headphones,799,Fall,4
1406,C0363,44,Male,AirPods 3,Earbuds,179,Spring,4.5
1407,C0211,20,Male,AirPods 3,Earbuds,179,Spring,4.2
1408,C0155,52,Female,AirPods 4,Earbuds,249,Fall,4.4
1409,C0875,17,Non-binary,AirPods Pro 3,Earbuds,329,Winter,4
1410,C0326,29,Female,AirPods Pro 3,Earbuds,329,Spring,4.7
1411,C0290,32,Female,AirPods Pro 3,Earbuds,329,Fall,4.7
1412,C0855,63,Female,AirPods 4,Earbuds,249,Winter,4.1
1413,C0153,36,Female,AirPods Pro 3,Earbuds,329,Spring,3.2
1414,C0730,57,Female,AirPods Pro 3,Earbuds,329,Summer,4.7
1415,C0752,54,Female,AirPods 3,Earbuds,179,Winter,4.6
1416,C0783,61,Male,AirPods Pro 3,Earbuds,329,Spring,4.5
1417,C0847,38,Non-binary,AirPods 4,Earbuds,249,Winter,4
1418,C0080,51,Female,AirPods Pro 3,Earbuds,329,Spring,2.7
1419,C0132,41,Female,AirPods Max 2,Headphones,799,Summer,4.9
1420,C0659,54,Male,AirPods 3,Earbuds,179,Spring,5
1421,C0686,62,Male,AirPods Pro 3,Earbuds,329,Fall,4.4
1422,C0226,20,Female,AirPods Pro 3,Earbuds,329,Spring,4.8
1423,C0041,16,Male,AirPods 4,Earbuds,249,Spring,4.6
1424,C0527,37,Male,AirPods 4,Earbuds,249,Summer,4.4
1425,C0583,34,Female,AirPods Pro 3,Earbuds,329,Winter,4.4
1426,C0668,25,Female,AirPods 4,Earbuds,249,Fall,4.9
1427,C0060,31,Female,AirPods 4,Earbuds,249,Winter,4.9
1428,C0950,53,Male,AirPods 4,Earbuds,249,Summer,4.6
1429,C0805,25,Male,AirPods Pro 3,Earbuds,329,Winter,4.7
1430,C0276,41,Female,AirPods 4,Earbuds,249,Winter,4.3
1431,C0175,34,Male,AirPods 4,Earbuds,249,Fall,4.3
1432,C0196,20,Female,AirPods Pro 3,Earbuds,329,Spring,4.1
1433,C0582,65,Non-binary,AirPods Pro 3,Earbuds,329,Winter,4.7
1434,C0482,65,Female,AirPods Pro 3,Earbuds,329,Summer,2.4
1435,C0832,59,Male,AirPods Pro 3,Earbuds,329,Winter,4.3
1436,C0432,39,Male,AirPods 3,Earbuds,179,Summer,4.2
1437,C0660,40,Female,AirPods Pro 3,Earbuds,329,Fall,4.6
1438,C0203,31,Female,AirPods 3,Earbuds,179,Spring,4.5
1439,C0683,25,Female,AirPods 4,Earbuds,249,Spring,4.8
1440,C0751,38,Female,AirPods 4,Earbuds,249,Fall,5
1441,C0703,53,Female,AirPods 4,Earbuds,249,Winter,4.3
1442,C0217,61,Female,AirPods 4,Earbuds,249,Winter,4.1
1443,C0260,17,Male,AirPods Pro 3,Earbuds,329,Winter,4.9
1444,C0326,60,Female,AirPods 3,Earbuds,179,Fall,4.4
1445,C0078,46,Male,AirPods 3,Earbuds,179,Summer,4.2
1446,C0550,60,Non-binary,AirPods Pro 3,Earbuds,329,Spring,4.9
1447,C0384,57,Male,AirPods Pro 3,Earbuds,329,Spring,4.3
1448,C0955,56,Male,AirPods Max 2,Headphones,799,Spring,4.8
1449,C0148,36,Female,AirPods 4,Earbuds,249,Winter,4.9
1450,C0663,26,Male,AirPods 3,Earbuds,179,Fall,4.5
1451,C0657,43,Female,AirPods 4,Earbuds,249,Summer,2.7
1452,C0489,64,Female,AirPods Pro 3,Earbuds,329,Winter,5
1453,C0877,28,Male,AirPods 4,Earbuds,249,Spring,4
1454,C0528,46,Female,AirPods 3,Earbuds,179,Spring,4.7
1455,C0528,36,Male,AirPods Pro 3,Earbuds,329,Spring,5
1456,C0966,54,Female,AirPods Pro 3,Earbuds,329,Winter,4.7
1457,C0296,27,Female,AirPods 3,Earbuds,179,Winter,4.2
1458,C0327,47,Female,AirPods 3,Earbuds,179,Fall,4.4
1459,C0200,54,Male,AirPods 3,Earbuds,179,Fall,4.1
1460,C0407,33,Female,AirPods Max 2,Headphones,799,Spring,2.8
1461,C0807,25,Female,AirPods 4,Earbuds,249,Summer,4.4
1462,C0443,20,Male,AirPods 3,Earbuds,179,Winter,2.9
1463,C0999,18,Male,AirPods Pro 3,Earbuds,329,Spring,4.8
1464,C0052,55,Male,AirPods 3,Earbuds,179,Spring,4.2
1465,C0292,53,Female,AirPods 4,Earbuds,249,Summer,4.1
1466,C0185,53,Male,AirPods Pro 3,Earbuds,329,Summer,2.4
1467,C0302,19,Male,AirPods 3,Earbuds,179,Fall,4.3
1468,C0729,33,Other,AirPods Pro 3,Earbuds,329,Spring,1.7
1469,C0881,65,Male,AirPods 3,Earbuds,179,Summer,4.3
1470,C0988,64,Male,AirPods Pro 3,Earbuds,329,Summer,4.2
1471,C0633,16,Female,AirPods 3,Earbuds,179,Winter,4.9
1472,C0415,40,Female,AirPods 4,Earbuds,249,Fall,4.8
1473,C0403,22,Female,AirPods Max 2,Headphones,799,Winter,4.1
1474,C0407,35,Male,AirPods Max 2,Headphones,799,Summer,4
1475,C0429,27,Female,AirPods 3,Earbuds,179,Fall,4.7
1476,C0257,22,Male,AirPods Max 2,Headphones,799,Fall,4.8
1477,C0737,16,Female,AirPods Pro 3,Earbuds,329,Winter,4.3
1478,C0301,52,Female,AirPods Pro 3,Earbuds,329,Fall,4.2
1479,C0532,56,Female,AirPods Pro 3,Earbuds,329,Winter,4.1
1480,C0772,27,Female,AirPods 4,Earbuds,249,Winter,4.1
1481,C0957,58,Male,AirPods 3,Earbuds,179,Spring,4.5
1482,C0580,18,Female,AirPods 4,Earbuds,249,Winter,4.4
1483,C0651,17,Female,AirPods 3,Earbuds,179,Winter,4.6
1484,C0085,27,Female,AirPods Max 2,Headphones,799,Winter,4.2
1485,C0719,23,Female,AirPods Pro 3,Earbuds,329,Spring,4.9
1486,C0789,41,Male,AirPods 4,Earbuds,249,Fall,4.3
1487,C0260,60,Female,AirPods Max 2,Headphones,799,Spring,4.1
1488,C0110,65,Female,AirPods 4,Earbuds,249,Spring,5
1489,C0564,39,Female,AirPods 4,Earbuds,249,Fall,4.3
1490,C0017,63,Male,AirPods Pro 3,Earbuds,329,Spring,5
1491,C0965,50,Female,AirPods Pro 3,Earbuds,329,Spring,4.7
1492,C0161,62,Male,AirPods 3,Earbuds,179,Fall,4.1
1493,C0558,36,Male,AirPods 4,Earbuds,249,Winter,4.3
1494,C0397,37,Male,AirPods 4,Earbuds,249,Summer,4.2
1495,C0447,40,Male,AirPods 3,Earbuds,179,Winter,4.7
1496,C0453,47,Female,AirPods 4,Earbuds,249,Spring,4.5
1497,C0707,16,Female,AirPods Pro 3,Earbuds,329,Fall,4.8
1498,C0836,51,Male,AirPods Max 2,Headphones,799,Summer,4.1
1499,C0161,44,Female,AirPods Pro 3,Earbuds,329,Fall,4.7
1500,C0755,58,Male,AirPods Pro 3,Earbuds,329,Fall,4.3
1501,C0108,46,Male,AirPods Pro 3,Earbuds,329,Winter,4.2
1502,C0392,38,Male,AirPods 4,Earbuds,249,Spring,4.3
1503,C0318,51,Male,AirPods 4,Earbuds,249,Summer,4.3
1504,C0029,29,Male,AirPods 3,Earbuds,179,Summer,4
1505,C0615,27,Female,AirPods 3,Earbuds,179,Summer,4.5
1506,C0591,46,Male,AirPods 4,Earbuds,249,Spring,4.6
1507,C0391,41,Male,AirPods 3,Earbuds,179,Fall,4.5
1508,C0282,30,Male,AirPods Pro 3,Earbuds,329,Spring,4.5
1509,C0798,56,Male,AirPods Pro 3,Earbuds,329,Fall,4.8
1510,C0806,43,Female,AirPods 3,Earbuds,179,Summer,4.6
1511,C0027,50,Female,AirPods 3,Earbuds,179,Fall,4.3
1512,C0744,33,Female,AirPods Pro 3,Earbuds,329,Spring,4.4
1513,C0932,62,Male,AirPods Max 2,Headphones,799,Summer,4.8
1514,C0255,57,Female,AirPods 4,Earbuds,249,Summer,3.5
1515,C0239,61,Female,AirPods 4,Earbuds,249,Winter,4.4
1516,C0257,49,Male,AirPods Max 2,Headphones,799,Fall,3.5
1517,C0435,28,Male,AirPods 3,Earbuds,179,Winter,4.3
1518,C0457,55,Female,AirPods Pro 3,Earbuds,329,Summer,4.6
1519,C0421,61,Male,AirPods Pro 3,Earbuds,329,Spring,4.7
1520,C0079,41,Female,AirPods 3,Earbuds,179,Spring,5
1521,C0167,62,Female,AirPods 4,Earbuds,249,Summer,4.6
1522,C0828,33,Female,AirPods 4,Earbuds,249,Spring,4.6
1523,C0863,16,Female,AirPods Pro 3,Earbuds,329,Summer,5
1524,C0101,27,Male,AirPods Max 2,Headphones,799,Spring,4.2
1525,C0040,22,Female,AirPods 4,Earbuds,249,Spring,4.8
1526,C0212,37,Male,AirPods 4,Earbuds,249,Winter,4.1
1527,C0668,28,Male,AirPods Pro 3,Earbuds,329,Summer,4.8
1528,C0818,28,Female,AirPods Pro 3,Earbuds,329,Winter,4.9
1529,C0547,58,Non-binary,AirPods 4,Earbuds,249,Winter,4.5
1530,C0381,16,Male,AirPods Pro 3,Earbuds,329,Fall,4.2
1531,C0748,39,Male,AirPods 4,Earbuds,249,Fall,4.1
1532,C0471,54,Female,AirPods 4,Earbuds,249,Fall,4.1
1533,C0985,44,Female,AirPods Max 2,Headphones,799,Summer,4.7
1534,C0564,42,Female,AirPods 4,Earbuds,249,Summer,4.9
1535,C0910,52,Male,AirPods 4,Earbuds,249,Winter,4.6
1536,C0009,60,Female,AirPods Pro 3,Earbuds,329,Spring,4.4
1537,C0001,24,Male,AirPods 3,Earbuds,179,Fall,4.9
1538,C0539,54,Female,AirPods 3,Earbuds,179,Winter,4.3
1539,C0841,37,Female,AirPods 4,Earbuds,249,Winter,4.8
1540,C0612,33,Male,AirPods Pro 3,Earbuds,329,Fall,4.3
1541,C0198,21,Non-binary,AirPods Pro 3,Earbuds,329,Summer,4.8
1542,C0708,64,Female,AirPods 4,Earbuds,249,Fall,4.4
1543,C0207,58,Female,AirPods Max 2,Headphones,799,Summer,4.3
1544,C0270,24,Non-binary,AirPods 4,Earbuds,249,Winter,4.9
1545,C0953,51,Female,AirPods Pro 3,Earbuds,329,Summer,4.4
1546,C0145,25,Female,AirPods 3,Earbuds,179,Summer,4.7
1547,C0118,18,Female,AirPods Pro 3,Earbuds,329,Winter,4.7
1548,C0116,30,Female,AirPods Max 2,Headphones,799,Summer,4
1549,C0418,51,Male,AirPods 4,Earbuds,249,Winter,4.3
1550,C0883,60,Female,AirPods 4,Earbuds,249,Summer,4.5
1551,C0330,46,Male,AirPods Pro 3,Earbuds,329,Spring,4.8
1552,C0154,32,Female,AirPods Pro 3,Earbuds,329,Winter,4.2
1553,C0001,61,Female,AirPods 3,Earbuds,179,Fall,4.8
1554,C0617,51,Male,AirPods 4,Earbuds,249,Spring,4.6
1555,C0918,40,Female,AirPods 4,Earbuds,249,Fall,4.7
1556,C0470,65,Male,AirPods 4,Earbuds,249,Summer,4.8
1557,C0586,49,Female,AirPods Pro 3,Earbuds,329,Summer,4.2
1558,C0404,39,Female,AirPods Max 2,Headphones,799,Summer,4.4
1559,C0367,39,Female,AirPods 4,Earbuds,249,Winter,4.1
1560,C0738,60,Male,AirPods 4,Earbuds,249,Winter,4.3
1561,C0874,50,Male,AirPods Pro 3,Earbuds,329,Spring,4.4
1562,C0927,30,Female,AirPods 4,Earbuds,249,Fall,4.9
1563,C0234,62,Female,AirPods 4,Earbuds,249,Summer,4.3
1564,C0669,55,Female,AirPods Max 2,Headphones,799,Summer,4.2
1565,C0467,62,Female,AirPods Pro 3,Earbuds,329,Summer,4.5
1566,C0911,39,Non-binary,AirPods 4,Earbuds,249,Spring,4.6
1567,C0774,60,Male,AirPods Pro 3,Earbuds,329,Spring,4.8
1568,C0026,63,Female,AirPods 3,Earbuds,179,Summer,4.5
1569,C0119,30,Female,AirPods Max 2,Headphones,799,Winter,4.6
1570,C0563,28,Male,AirPods 4,Earbuds,249,Fall,4.7
1571,C0071,38,Male,AirPods 4,Earbuds,249,Spring,4.9
1572,C0891,55,Male,AirPods Pro 3,Earbuds,329,Winter,2.6
1573,C0216,36,Male,AirPods Pro 3,Earbuds,329,Fall,4.2
1574,C0247,20,Female,AirPods Pro 3,Earbuds,329,Summer,1.9
1575,C0371,53,Female,AirPods 4,Earbuds,249,Spring,4.8
1576,C0139,31,Male,AirPods 4,Earbuds,249,Fall,4.6
1577,C0043,16,Female,AirPods Pro 3,Earbuds,329,Fall,4.7
1578,C0136,36,Female,AirPods Pro 3,Earbuds,329,Fall,4.9
1579,C0236,24,Male,AirPods Pro 3,Earbuds,329,Fall,3.8
1580,C0397,23,Female,AirPods Pro 3,Earbuds,329,Summer,4.9
1581,C0172,62,Male,AirPods Pro 3,Earbuds,329,Spring,4.4
1582,C0323,26,Male,AirPods Pro 3,Earbuds,329,Fall,4.4
1583,C0881,28,Male,AirPods Pro 3,Earbuds,329,Summer,4.8
1584,C0765,44,Male,AirPods Pro 3,Earbuds,329,Winter,4.3
1585,C0393,55,Male,AirPods 3,Earbuds,179,Fall,4.4
1586,C0049,39,Female,AirPods Pro 3,Earbuds,329,Spring,2.5
1587,C0739,23,Female,AirPods Max 2,Headphones,799,Fall,4.9
1588,C0733,24,Female,AirPods 4,Earbuds,249,Spring,4.6
1589,C0656,21,Male,AirPods 4,Earbuds,249,Summer,4.6
1590,C0836,20,Female,AirPods 4,Earbuds,249,Winter,4.3
1591,C0226,31,Female,AirPods 3,Earbuds,179,Fall,4.7
1592,C0425,57,Female,AirPods 3,Earbuds,179,Spring,4.9
1593,C0381,38,Male,AirPods 4,Earbuds,249,Summer,4.5
1594,C0337,39,Female,AirPods Max 2,Headphones,799,Winter,5
1595,C0505,54,Female,AirPods Pro 3,Earbuds,329,Fall,4.5
1596,C0980,55,Non-binary,AirPods Max 2,Headphones,799,Fall,4.9
1597,C0097,19,Female,AirPods 4,Earbuds,249,Fall,4.3
1598,C0990,52,Male,AirPods 4,Earbuds,249,Spring,4.1
1599,C0821,58,Male,AirPods Pro 3,Earbuds,329,Fall,4.4
1600,C0904,63,Male,AirPods 3,Earbuds,179,Summer,4.5
1601,C0624,63,Male,AirPods 3,Earbuds,179,Spring,4.7
1602,C0830,49,Female,AirPods Pro 3,Earbuds,329,Summer,4.6
1603,C0976,41,Female,AirPods Pro 3,Earbuds,329,Winter,5
1604,C0107,58,Male,AirPods 4,Earbuds,249,Spring,4.1
1605,C0765,20,Female,AirPods 3,Earbuds,179,Fall,4.1
1606,C0778,31,Male,AirPods Pro 3,Earbuds,329,Winter,4.2
1607,C0455,44,Male,AirPods 3,Earbuds,179,Winter,4.5
1608,C0202,44,Male,AirPods Pro 3,Earbuds,329,Fall,4.7
1609,C0986,26,Female,AirPods 4,Earbuds,249,Fall,4.8
1610,C0783,43,Male,AirPods Pro 3,Earbuds,329,Winter,4.8
1611,C0094,31,Female,AirPods Pro 3,Earbuds,329,Fall,4.6
1612,C0660,41,Female,AirPods Max 2,Headphones,799,Winter,4.4
1613,C0422,58,Female,AirPods 3,Earbuds,179,Spring,4.7
1614,C0598,34,Male,AirPods 4,Earbuds,249,Winter,4.1
1615,C0030,23,Female,AirPods 3,Earbuds,179,Winter,4.9
1616,C0094,21,Female,AirPods Pro 3,Earbuds,329,Fall,4.6
1617,C0747,25,Female,AirPods Pro 3,Earbuds,329,Fall,4.6
1618,C0600,38,Non-binary,AirPods Pro 3,Earbuds,329,Winter,4.2
1619,C0899,28,Female,AirPods Pro 3,Earbuds,329,Winter,4.1
1620,C0094,52,Female,AirPods Pro 3,Earbuds,329,Fall,4.5
1621,C0348,48,Male,AirPods 4,Earbuds,249,Spring,4.3
1622,C0006,29,Male,AirPods 4,Earbuds,249,Winter,4.3
1623,C0316,49,Female,AirPods 3,Earbuds,179,Spring,4
1624,C0040,37,Female,AirPods 4,Earbuds,249,Summer,4.5
1625,C0394,42,Male,AirPods Pro 3,Earbuds,329,Summer,4
1626,C0999,48,Male,AirPods 4,Earbuds,249,Fall,4.4
1627,C0788,37,Male,AirPods 4,Earbuds,249,Spring,4.2
1628,C0640,29,Female,AirPods Pro 3,Earbuds,329,Summer,4.6
1629,C0973,58,Female,AirPods 4,Earbuds,249,Spring,4.8
1630,C0358,44,Female,AirPods 3,Earbuds,179,Winter,4.9
1631,C0563,18,Female,AirPods 4,Earbuds,249,Spring,4.9
1632,C0919,39,Female,AirPods 3,Earbuds,179,Spring,4.5
1633,C0905,60,Female,AirPods 4,Earbuds,249,Summer,4.9
1634,C0937,34,Female,AirPods Pro 3,Earbuds,329,Fall,4.7
1635,C0103,23,Male,AirPods Pro 3,Earbuds,329,Spring,4.9
1636,C0128,46,Male,AirPods 4,Earbuds,249,Winter,4.7
1637,C0147,17,Female,AirPods 3,Earbuds,179,Spring,4.8
1638,C0906,28,Male,AirPods 4,Earbuds,249,Fall,4.1
1639,C0762,30,Female,AirPods 4,Earbuds,249,Spring,4.2
1640,C0116,45,Male,AirPods Max 2,Headphones,799,Winter,4.2
1641,C0078,24,Male,AirPods 4,Earbuds,249,Fall,4.6
1642,C0383,19,Female,AirPods Pro 3,Earbuds,329,Fall,4.5
1643,C0332,55,Female,AirPods 4,Earbuds,249,Summer,4.1
1644,C0303,40,Female,AirPods Pro 3,Earbuds,329,Spring,4.3
1645,C0222,46,Male,AirPods Pro 3,Earbuds,329,Summer,4.7
1646,C0949,52,Male,AirPods 3,Earbuds,179,Winter,4.4
1647,C0801,27,Female,AirPods Pro 3,Earbuds,329,Summer,4.7
1648,C0636,21,Male,AirPods Pro 3,Earbuds,329,Summer,4
1649,C0515,60,Female,AirPods 4,Earbuds,249,Summer,4.8
1650,C0621,23,Female,AirPods 3,Earbuds,179,Winter,4.6
1651,C0574,31,Male,AirPods 3,Earbuds,179,Winter,4.7
1652,C0351,57,Male,AirPods 4,Earbuds,249,Spring,4.9
1653,C0929,57,Male,AirPods Max 2,Headphones,799,Summer,4.8
1654,C0925,36,Female,AirPods 3,Earbuds,179,Fall,4.6
1655,C0696,44,Female,AirPods 3,Earbuds,179,Winter,4.5
1656,C0531,63,Male,AirPods Pro 3,Earbuds,329,Summer,4.7
1657,C0725,33,Non-binary,AirPods Max 2,Headphones,799,Summer,4.7
1658,C0298,49,Female,AirPods Pro 3,Earbuds,329,Winter,4.4
1659,C0182,58,Male,AirPods 3,Earbuds,179,Winter,4.8
1660,C0783,42,Male,AirPods Max 2,Headphones,799,Spring,4.6
1661,C0122,49,Female,AirPods Pro 3,Earbuds,329,Summer,4.6
1662,C0207,37,Male,AirPods 4,Earbuds,249,Fall,4.2
1663,C0218,38,Female,AirPods Pro 3,Earbuds,329,Summer,4.2
1664,C0491,46,Female,AirPods 3,Earbuds,179,Summer,4.7
1665,C0145,26,Male,AirPods 4,Earbuds,249,Summer,4.4
1666,C0157,33,Female,AirPods 3,Earbuds,179,Winter,4.9
1667,C0148,46,Male,AirPods 3,Earbuds,179,Winter,4.1
1668,C0682,57,Female,AirPods 4,Earbuds,249,Summer,4.7
1669,C0811,62,Female,AirPods 3,Earbuds,179,Fall,4.1
1670,C0945,26,Male,AirPods Pro 3,Earbuds,329,Winter,4.4
1671,C0994,30,Female,AirPods 4,Earbuds,249,Spring,4
1672,C0073,64,Female,AirPods Pro 3,Earbuds,329,Spring,4.1
1673,C0643,28,Female,AirPods 3,Earbuds,179,Summer,4.1
1674,C0589,54,Male,AirPods 4,Earbuds,249,Fall,2.7
1675,C0598,58,Male,AirPods Pro 3,Earbuds,329,Winter,4.2
1676,C0677,61,Female,AirPods Max 2,Headphones,799,Winter,2.1
1677,C0213,24,Female,AirPods 3,Earbuds,179,Fall,4.4
1678,C0542,44,Male,AirPods 3,Earbuds,179,Summer,4.2
1679,C0453,62,Female,AirPods 4,Earbuds,249,Spring,4.6
1680,C0852,22,Female,AirPods 3,Earbuds,179,Spring,4.9
1681,C0308,41,Female,AirPods Pro 3,Earbuds,329,Summer,4.5
1682,C0046,40,Male,AirPods 4,Earbuds,249,Winter,4.5
1683,C0956,19,Male,AirPods 4,Earbuds,249,Spring,4.9
1684,C0949,22,Male,AirPods 4,Earbuds,249,Summer,4.5
1685,C0145,51,Male,AirPods 4,Earbuds,249,Fall,4.5
1686,C0085,37,Female,AirPods Max 2,Headphones,799,Spring,4.8
1687,C0302,30,Male,AirPods 3,Earbuds,179,Summer,4
1688,C0507,19,Male,AirPods Pro 3,Earbuds,329,Fall,4.8
1689,C0711,40,Female,AirPods Pro 3,Earbuds,329,Summer,4.6
1690,C0758,41,Male,AirPods 3,Earbuds,179,Spring,4.9
1691,C0146,32,Male,AirPods Max 2,Headphones,799,Summer,4.2
1692,C0019,50,Male,AirPods Pro 3,Earbuds,329,Spring,4
1693,C0070,53,Male,AirPods 4,Earbuds,249,Spring,4.7
1694,C0829,38,Male,AirPods 4,Earbuds,249,Spring,4.6
1695,C0931,35,Male,AirPods Pro 3,Earbuds,329,Spring,4.9
1696,C0005,44,Female,AirPods 4,Earbuds,249,Summer,4.3
1697,C0117,35,Male,AirPods 4,Earbuds,249,Fall,4.7
1698,C0865,64,Male,AirPods 4,Earbuds,249,Spring,4.8
1699,C0549,54,Male,AirPods 3,Earbuds,179,Fall,4.4
1700,C0021,23,Female,AirPods Pro 3,Earbuds,329,Summer,4.1
1701,C0019,43,Male,AirPods 4,Earbuds,249,Winter,4.2
1702,C0880,29,Male,AirPods 4,Earbuds,249,Fall,4.1
1703,C0307,40,Female,AirPods Pro 3,Earbuds,329,Fall,4.3
1704,C0260,37,Male,AirPods 4,Earbuds,249,Winter,4.4
1705,C0051,23,Male,AirPods 4,Earbuds,249,Fall,4.2
1706,C0604,59,Female,AirPods 3,Earbuds,179,Fall,1.5
1707,C0844,38,Male,AirPods Max 2,Headphones,799,Spring,4.8
1708,C0119,36,Male,AirPods Pro 3,Earbuds,329,Winter,4.4
1709,C0764,18,Female,AirPods Pro 3,Earbuds,329,Fall,4.6
1710,C0054,41,Male,AirPods 4,Earbuds,249,Winter,4.4
1711,C0682,52,Female,AirPods Pro 3,Earbuds,329,Spring,4.5
1712,C0808,39,Female,AirPods 4,Earbuds,249,Spring,4
1713,C0630,17,Male,AirPods Pro 3,Earbuds,329,Spring,4.9
1714,C0874,55,Male,AirPods 4,Earbuds,249,Winter,4.6
1715,C0079,54,Female,AirPods 4,Earbuds,249,Fall,4.7
1716,C0087,60,Female,AirPods Max 2,Headphones,799,Summer,4.7
1717,C0765,17,Female,AirPods 4,Earbuds,249,Winter,4.9
1718,C0845,47,Male,AirPods Pro 3,Earbuds,329,Spring,4.5
1719,C0185,22,Female,AirPods 4,Earbuds,249,Fall,4.1
1720,C0159,58,Male,AirPods Pro 3,Earbuds,329,Spring,4.4
1721,C0582,19,Male,AirPods 3,Earbuds,179,Winter,4.2
1722,C0885,57,Male,AirPods 3,Earbuds,179,Spring,4.6
1723,C0585,40,Male,AirPods Pro 3,Earbuds,329,Fall,4.9
1724,C0417,47,Male,AirPods 3,Earbuds,179,Winter,4.2
1725,C0835,54,Male,AirPods 3,Earbuds,179,Winter,4.6
1726,C0572,47,Female,AirPods 4,Earbuds,249,Winter,4.1
1727,C0873,50,Male,AirPods 4,Earbuds,249,Fall,4.4
1728,C0025,47,Female,AirPods Pro 3,Earbuds,329,Spring,4.7
1729,C0524,55,Male,AirPods Pro 3,Earbuds,329,Fall,4.6
1730,C0940,23,Female,AirPods Pro 3,Earbuds,329,Winter,4.7
1731,C0558,41,Male,AirPods 4,Earbuds,249,Winter,4.2
1732,C0182,44,Male,AirPods Pro 3,Earbuds,329,Winter,4.5
1733,C0347,63,Male,AirPods 3,Earbuds,179,Winter,4.9
1734,C0705,22,Female,AirPods Max 2,Headphones,799,Fall,4.1
1735,C0149,21,Female,AirPods Max 2,Headphones,799,Spring,4.3
1736,C0902,61,Female,AirPods 3,Earbuds,179,Spring,4.1
1737,C0266,61,Male,AirPods Pro 3,Earbuds,329,Spring,4.1
1738,C0684,45,Non-binary,AirPods 4,Earbuds,249,Summer,2.8
1739,C0016,22,Male,AirPods 4,Earbuds,249,Summer,4.7
1740,C0669,64,Female,AirPods 4,Earbuds,249,Winter,4.1
1741,C0434,18,Male,AirPods 3,Earbuds,179,Winter,4.1
1742,C0960,34,Male,AirPods Pro 3,Earbuds,329,Fall,4.4
1743,C0267,22,Non-binary,AirPods 4,Earbuds,249,Spring,4.7
1744,C0595,43,Non-binary,AirPods 4,Earbuds,249,Winter,4.6
1745,C0963,37,Female,AirPods Max 2,Headphones,799,Spring,4.9
1746,C0585,62,Female,AirPods 4,Earbuds,249,Summer,4.1
1747,C0908,36,Female,AirPods 4,Earbuds,249,Spring,4.8
1748,C0932,48,Male,AirPods Pro 3,Earbuds,329,Winter,4.2
1749,C0836,26,Non-binary,AirPods Pro 3,Earbuds,329,Summer,4.1
1750,C0117,45,Male,AirPods 4,Earbuds,249,Fall,4
1751,C0609,33,Female,AirPods Pro 3,Earbuds,329,Spring,4
1752,C0337,42,Male,AirPods Pro 3,Earbuds,329,Spring,4.3
1753,C0362,50,Female,AirPods 3,Earbuds,179,Fall,4.6
1754,C0088,33,Male,AirPods 3,Earbuds,179,Winter,1.2
1755,C0189,17,Male,AirPods 4,Earbuds,249,Fall,4.6
1756,C0838,43,Male,AirPods Pro 3,Earbuds,329,Summer,3.5
1757,C0915,65,Female,AirPods 4,Earbuds,249,Fall,4.2
1758,C0137,30,Male,AirPods Pro 3,Earbuds,329,Winter,4.9
1759,C0077,42,Male,AirPods 4,Earbuds,249,Winter,4.9
1760,C0503,28,Female,AirPods Pro 3,Earbuds,329,Winter,4.5
1761,C0523,46,Female,AirPods 4,Earbuds,249,Summer,4.9
1762,C0167,54,Male,AirPods Max 2,Headphones,799,Fall,4.7
1763,C0319,45,Female,AirPods Pro 3,Earbuds,329,Fall,4.4
1764,C0473,42,Male,AirPods Pro 3,Earbuds,329,Fall,4.9
1765,C0334,21,Non-binary,AirPods 3,Earbuds,179,Spring,4.8
1766,C0328,61,Male,AirPods Max 2,Headphones,799,Winter,4.8
1767,C0133,23,Female,AirPods Pro 3,Earbuds,329,Spring,4.7
1768,C0322,21,Female,AirPods Max 2,Headphones,799,Winter,4.6
1769,C0394,62,Female,AirPods Pro 3,Earbuds,329,Summer,4.4
1770,C0153,65,Male,AirPods Max 2,Headphones,799,Winter,4.4
1771,C0146,22,Male,AirPods 3,Earbuds,179,Fall,4.4
